App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67,"100,000",Free,0,Teen,Action,13-May-18,Varies with device,4.1 and up
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46,"500,000",Free,0,Teen,Casino,17-May-18,1.4.5,4.1 and up
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78,"500,000",Free,0,Teen,Card,6-Jul-18,1.9.2,4.0.3 and up
Texas Holdem Poker,GAME,4,127831,26,"10,000,000",Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,,"10,000,000",Free,0,Teen,Casino,11-Jul-18,Varies with device,Varies with device
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90,"10,000,000",Free,0,Everyone 10+,Action,27-Jul-18,6.3.2,4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28,"10,000,000",Free,0,Teen,Card,31-Jul-18,18.4.0,4.1 and up
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60,"5,000,000",Free,0,Teen,Card,6-Mar-18,3.0.8,2.3 and up
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40,"10,000,000",Free,0,Everyone,Arcade,2-May-16,1.0.7,2.3 and up
Words With Friends – Play Free,GAME,4.3,711719,,"10,000,000",Free,0,Everyone,Word,11-Jul-18,Varies with device,Varies with device
Classic Words Solo,GAME,4.4,135739,,"5,000,000",Free,0,Everyone,Word,7-Aug-18,Varies with device,Varies with device
Chess Free,GAME,4.5,1375988,15,"50,000,000",Free,0,Everyone,Board,7-Jun-18,2.72,4.1 and up
Sports Car Driving Simulator 2018,GAME,4.3,2178,57,"500,000",Free,0,Everyone,Racing,28-Mar-18,1.1,4.1 and up
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20,"500,000",Free,0,Everyone 10+,Action,13-Sep-16,1.0.3386,4.1 and up
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31,"1,000,000",Free,0,Mature 17+,Adventure,2-Jan-18,1.1.5,4.1 and up
Superbrothers Sword & Sworcery,GAME,4.4,11023,16,"100,000",Paid,$3.99 ,Teen,Adventure,26-Jan-18,1.0.20,2.3 and up
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39,"500,000",Free,0,Mature 17+,Adventure,2-Jan-18,1.3.7,4.3 and up
Dr.Slender Ep 1 Guide (Eng),GAME,4,454,27,"10,000",Free,0,Teen,Arcade,2-Dec-14,1,2.3 and up
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2,"100,000",Free,0,Teen,Adventure,24-May-14,2,2.2 and up
EP Gem Hunter,GAME,4.6,79,31,"1,000",Free,0,Everyone 10+,Action,17-Jan-16,1.1.0,2.3 and up
Gate Of Death Ep: 1,GAME,4.4,7,34,100,Free,0,Everyone,Adventure,7-Oct-16,1.1,2.3 and up
Sonic 4™ Episode I,GAME,3.7,8014,37,"100,000",Paid,$2.99 ,Everyone,Arcade,4-Apr-16,1.5.0,2.2 and up
Oggy,GAME,4.5,49971,61,"5,000,000",Free,0,Everyone,Arcade,29-Aug-17,1.3.1,4.0.3 and up
Invasion: Defend EU,GAME,NaN,7,20,50,Free,0,Everyone,Arcade,8-Dec-17,1.0.|,2.3 and up
R-EU-READY,GAME,4.1,13,16,500,Free,0,Everyone,Trivia,2-Mar-16,1.5,2.2 and up
Speed Racing Ultimate 2,GAME,4.1,66894,,"1,000,000",Free,0,Everyone 10+,Racing,21-Jul-18,Varies with device,Varies with device
Countries of the European Union (Quiz),GAME,NaN,11,7,100,Free,0,Everyone,Trivia,3-Feb-18,1.3,5.0 and up
I Know Stuff,GAME,4.2,214923,,"5,000,000",Free,0,Everyone,Trivia,31-Jul-18,9.1.3,4.1 and up
Water Surfer Racing In Moto,GAME,4.3,2233,36,"1,000,000",Free,0,Everyone,Racing,28-Feb-18,1.1,2.3 and up
"Ew, the small alien",GAME,NaN,5,,10,Free,0,Everyone,Adventure,21-Jan-17,Varies with device,2.3 and up
Rescue Robots Survival Games,GAME,4,27557,69,"5,000,000",Free,0,Teen,Action,6-Jul-18,F2i,4.1 and up
Bike Race - Bike Blast Rush,GAME,4.4,83891,48,"10,000,000",Free,0,Everyone,Action,19-Jul-18,3.1,4.0 and up
ETERNITY WARRIORS 2,GAME,4.6,568391,5.2,"5,000,000",Free,0,Teen,Action,1-Jul-14,4.3.1,2.1 and up
An Elite Warrior Ex,GAME,4.7,15,93,100,Paid,$0.99 ,Everyone,Adventure,21-Nov-16,1.59,4.0.3 and up
Snes9x EX+,GAME,4.4,70351,,"5,000,000",Free,0,Everyone,Arcade,3-Mar-18,Varies with device,Varies with device
Virtual Dice EX,GAME,4.3,40,3.6,"5,000",Free,0,Everyone,Board,15-Mar-16,2.8,3.0 and up
Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99,"10,000,000",Free,0,Teen,Adventure,2-Aug-18,5.6.14,4.1 and up
Sudoku Master,GAME,4.4,58387,3.3,"1,000,000",Free,0,Everyone,Word,13-Dec-13,1.1.2,2.1 and up
Jungle Monkey Run,GAME,4.4,54082,21,"10,000,000",Free,0,Everyone,Adventure,11-Jul-18,1.6.8,4.0.3 and up
Ez Mirror Match,GAME,4.4,3344,36,"500,000",Free,0,Everyone,Arcade,3-Jan-18,2.1,4.0 and up
CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71,"5,000",Free,0,Teen,Casino,6-Jun-17,1.2,4.0.3 and up
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68,"5,000,000",Free,0,Teen,Casino,1-Aug-18,2.1.7,4.0.3 and up
FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44,"1,000,000",Free,0,Teen,Casino,25-Jun-18,1.9.58,4.0.3 and up
Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48,"10,000,000",Free,0,Teen,Casino,12-Jul-18,3.10.43,4.0.3 and up
Galaxian(FC),GAME,4.5,2,7.8,100,Paid,$1.99 ,Everyone,Arcade,13-Nov-15,1,2.3 and up
Garena Free Fire,GAME,4.5,5534114,53,"100,000,000",Free,0,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
FG SPINNER,GAME,NaN,2,36,10,Free,0,Everyone,Board,6-Apr-18,0.9,4.0.3 and up
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39,"1,000,000",Free,0,Teen,Action,26-Jul-18,1.0.3,4.2 and up
Angry Birds Space HD,GAME,4.5,43645,46,"5,000,000",Free,0,Everyone,Arcade,25-May-18,2.2.13,4.1 and up
Police Car Driver,GAME,3.8,83671,30,"10,000,000",Free,0,Everyone 10+,Racing,4-May-18,9,4.1 and up
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17,"10,000",Free,0,Everyone,Action,23-Aug-17,1,2.3 and up
Moto Fighter 3D,GAME,3.9,85410,39,"10,000,000",Free,0,Everyone 10+,Racing,20-Sep-17,20170920,4.1 and up
BMX Boy,GAME,4.2,839206,12,"50,000,000",Free,0,Everyone,Racing,20-Sep-17,1.16.33,4.1 and up
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45,"5,000,000",Free,0,Everyone,Racing,12-Jul-18,1.2.1,4.1 and up
Fields of Battle,GAME,4.1,71476,50,"1,000,000",Free,0,Everyone 10+,Action,21-Apr-18,2.14,4.0 and up
Family Guy The Quest for Stuff,GAME,4,995002,,"10,000,000",Free,0,Mature 17+,Adventure,25-Jul-18,1.73.0,4.1 and up
Toy Attack,GAME,4.2,3878,69,"500,000",Free,0,Everyone,Action,4-Apr-18,1.9,4.0.3 and up
SnowMobile Parking Adventure,GAME,3.6,12257,49,"1,000,000",Free,0,Everyone,Racing,9-Sep-16,1.4,2.3 and up
Zombie Sniper 3D III,GAME,3.9,8122,23,"500,000",Free,0,Mature 17+,Action,28-Feb-17,1.8,2.3 and up
Shoot Hunter-Gun Killer,GAME,4.3,320334,27,"50,000,000",Free,0,Teen,Action,8-Aug-18,1.1.2,4.1 and up
Fast Motorcycle Driver 2016,GAME,4.2,28151,49,"1,000,000",Free,0,Everyone 10+,Racing,25-Dec-16,1.2,2.3.3 and up
Forgotten Hill: Fall,GAME,4.4,1063,18,"50,000",Free,0,Teen,Adventure,30-Oct-17,1.7,3.0 and up
Forgotten Hill Mementoes,GAME,4.6,2027,56,"100,000",Free,0,Teen,Adventure,19-Mar-18,1.5,4.1 and up
Forgotten Hill: Surgery,GAME,4.5,2431,24,"100,000",Free,0,Teen,Adventure,3-Nov-17,1.4,3.0 and up
Forgotten Hill: Puppeteer,GAME,4.5,2917,22,"100,000",Free,0,Teen,Adventure,30-Oct-17,2.6,2.3 and up
"FJ Final Join , Circles Game",GAME,4.7,32,24,"1,000",Free,0,Teen,Arcade,11-Jul-18,0.24,4.3 and up
Offroad drive : 4x4 driving game,GAME,3.5,2071,36,"100,000",Free,0,Everyone,Racing,29-Jun-18,1.0.3,4.1 and up
Rope Hero: Vice Town,GAME,4.4,452589,99,"10,000,000",Free,0,Mature 17+,Action,1-Jul-18,2.2,4.0 and up
Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46,"500,000",Free,0,Everyone,Racing,10-Jul-18,1.12,2.3 and up
Motocross Mayhem,GAME,3.8,35171,45,"1,000,000",Free,0,Everyone,Racing,11-Feb-14,1.2,2.3 and up
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41,"50,000",Free,0,Teen,Adventure,1-Mar-18,2.1,4.1 and up
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35,"1,000,000",Free,0,Teen,Action,9-Oct-17,1.1.4,2.3 and up
Navy Gunner Shoot War 3D,GAME,4,103199,44,"10,000,000",Free,0,Teen,Action,2-Aug-18,1.0.7.8,4.2 and up
Drift Legends,GAME,4.2,33788,27,"1,000,000",Free,0,Everyone,Racing,29-Mar-18,1.8.5,4.1 and up
FK (FlightKid),GAME,NaN,2,22,10,Free,0,Everyone,Action,3-Mar-16,1,4.0 and up
Toy Truck Rally 3D,GAME,4,301895,25,"50,000,000",Free,0,Everyone,Racing,23-May-18,1.4.4,4.1 and up
PRO MX MOTOCROSS 2,GAME,3.8,25275,21,"5,000,000",Free,0,Everyone,Racing,11-Aug-17,1.1,2.3 and up
FRONTLINE COMMANDO,GAME,4.4,1351833,12,"10,000,000",Free,0,Teen,Action,28-Oct-13,3.0.3,2.1 and up
Gun Builder ELITE,GAME,4.1,88941,34,"1,000,000",Free,0,Teen,Action,26-Jul-16,3.1.7,4.0 and up
Magnum 3.0 Gun Custom SImulator,GAME,4.5,16815,59,"1,000,000",Free,0,Teen,Action,4-Aug-18,1.0404,4.0.3 and up
Solitaire+,GAME,4.6,11235,,"100,000",Paid,$2.99 ,Everyone,Card,30-Jul-18,Varies with device,Varies with device
Fruit Ninja Classic,GAME,4.3,85468,36,"1,000,000",Paid,$0.99 ,Everyone,Arcade,8-Jun-18,2.4.1.485300,4.0.3 and up
Gun Club Armory,GAME,4.2,55014,28,"1,000,000",Free,0,Teen,Action,4-Dec-17,1.2.6,4.1 and up
Armed Cam Gun Pack,GAME,4.2,1012,50,"10,000",Free,0,Teen,Action,18-Jan-15,1.0.2,3.0 and up
Mu.F.O.,GAME,5,2,16,1,Paid,$0.99 ,Everyone,Arcade,3-Mar-17,1,2.3 and up
Fo Fo Fish,GAME,3.4,5,21,50,Free,0,Everyone,Arcade,25-Aug-15,1,2.3 and up
4x4 Jeep Racer,GAME,4.1,7279,54,"1,000,000",Free,0,Everyone,Racing,9-Mar-18,1.5,4.0 and up
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49,"1,000,000",Free,0,Mature 17+,Action,22-Jun-18,1.1,4.4 and up
Mad Dash Fo' Cash,GAME,5,14,16,100,Free,0,Everyone,Arcade,19-Jun-17,2.5a,4.1 and up
Race Manager FP,GAME,3.8,196,11,"5,000",Free,0,Everyone,Racing,3-Nov-14,2.1,2.2 and up
FP Runner,GAME,3.7,38,29,"1,000",Free,0,Everyone,Arcade,29-Jun-16,1.12,3.1 and up
Modern Counter Terrorist FPS Shoot,GAME,4,795,41,"100,000",Free,0,Teen,Action,29-Aug-17,1.2,2.3 and up
Monster Ride Pro,GAME,5,1,24,10,Free,0,Everyone,Racing,5-Mar-18,2,2.3 and up
BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2,"100,000",Free,0,Everyone,Arcade,30-Aug-17,1.2,4.0 and up
Modern Strike Online,GAME,4.3,834117,44,"10,000,000",Free,0,Teen,Action,30-Jul-18,1.25.4,4.1 and up
Trine 2: Complete Story,GAME,3.8,252,11,"10,000",Paid,$16.99 ,Teen,Action,27-Feb-15,2.22,5.0 and up
Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72,"50,000",Free,0,Mature 17+,Action,27-Oct-17,1,4.1 and up
Big Hunter,GAME,4.3,245455,84,"10,000,000",Free,0,Everyone 10+,Action,31-May-18,2.8.6,4.0 and up
Modern Counter Global Strike 3D,GAME,4.1,297,48,"50,000",Free,0,Teen,Action,28-Mar-18,1.2,4.1 and up
Modern Counter Global Strike 3D V2,GAME,4,368,48,"50,000",Free,0,Everyone 10+,Action,28-Mar-18,1.7,4.1 and up
Winter Wonderland,GAME,4,1287,38,"50,000",Free,0,Everyone,Word,18-Dec-13,1,2.2 and up
Soccer Clubs Logo Quiz,GAME,4.2,21661,16,"1,000,000",Free,0,Everyone,Trivia,24-May-18,1.3.81,4.0 and up
Sid Story,GAME,4.4,28510,78,"500,000",Free,0,Teen,Card,1-Aug-18,2.6.6,4.0.3 and up
Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496,81,"1,000,000",Free,0,Teen,Action,7-Aug-18,1.5.447,4.0 and up
Poker Pro.Fr,GAME,4.2,5442,17,"100,000",Free,0,Teen,Card,22-May-18,4.1.3,2.3 and up
